Date,Time,Latitude,Longitude,Altitude,PM2.5,PM10,Temperature,Pressure,Humidity,Wind Speed
2025-03-13,02:17:08,28.6139,77.209,528.7,10.3,28.5,32.66,966.1,62.92,5.24
2025-03-13,02:18:09,28.6139,77.209,527.3,10.2,19,34.09,1006.48,63.25,13.56
2025-03-13,02:19:10,28.6139,77.209,539.5,5.8,9.2,24.98,990.29,53.97,6.53
2025-03-13,02:20:10,28.6139,77.209,516.7,6.5,8.6,36.45,1006.62,68.97,3.72
2025-03-13,02:21:11,28.6139,77.209,529.6,7.3,20.7,32.96,1006.15,42.26,9.51
2025-03-13,02:22:11,28.6139,77.209,507.5,12.7,23.1,23.76,970.42,83.63,14.69
2025-03-13,02:23:12,28.6139,77.209,548.7,27.6,40.3,23.35,972.7,64.01,11.27
2025-03-13,02:24:13,28.6139,77.209,544.4,41,54.2,24.46,977.42,31.62,14.52
2025-03-13,02:25:13,28.6139,77.209,519.8,33.1,38.7,34.56,960.78,58.97,11.07
2025-03-13,02:26:14,28.6139,77.209,512,40,52.5,30.42,953.67,32.95,6.36
2025-03-13,02:27:14,28.6139,77.209,535.6,28.7,34.7,29.52,968.29,70.91,5.91
2025-03-13,02:28:15,28.6139,77.209,507.5,22.9,30.8,28.34,1001.91,77.77,5.56
2025-03-13,02:29:16,28.6139,77.209,547.5,30.1,40.7,25.31,986.15,71.78,13.19
2025-03-13,02:30:16,28.6139,77.209,535.7,6.2,9.4,37.31,986.12,55.53,7.2
2025-03-13,02:31:17,28.6139,77.209,501.5,43.8,49.4,23.74,973.07,40.55,12.16
2025-03-13,02:32:18,28.6139,77.209,520,6.5,17.4,22.65,985.51,48.75,11.9
2025-03-13,02:33:18,28.6139,77.209,546.1,5.6,12.4,39.71,1014.39,86.11,9
2025-03-13,02:34:19,28.6139,77.209,536.7,45.4,47.9,24.14,954.57,88.03,10.98
2025-03-13,02:35:20,28.6139,77.209,541.4,23.5,33.6,39.02,1004.25,70.97,6.54
2025-03-13,02:36:20,28.6139,77.209,500,6.1,24.8,32.15,953.15,74.61,11.19
2025-03-13,02:37:21,28.6139,77.209,502.9,47.3,66,39.07,1015.03,74.59,4.29
2025-03-13,02:38:21,28.6139,77.209,541.8,9.3,14.4,21.92,1019.41,72.96,6.18
2025-03-13,02:39:22,28.6139,77.209,521.6,28.2,47.1,33.92,1011.46,56.84,10.93
2025-03-13,02:40:23,28.6139,77.209,541.7,5.9,17.3,35.21,1008.1,46.66,3.6
2025-03-13,02:41:23,28.6139,77.209,539.5,35.9,50.2,36.48,993.93,50.46,3.37
2025-03-13,02:42:24,28.6139,77.209,549.1,10.4,17.4,25.42,1004.83,52.67,11.3
2025-03-13,02:43:24,28.6139,77.209,516.6,38.4,50.8,30.15,977.31,58.74,3.76
2025-03-13,02:44:25,28.6139,77.209,521,18.7,21.7,37.33,1018.51,80.07,12.08
2025-03-13,02:45:25,28.6139,77.209,503.3,8.1,23.6,24.66,979.94,39.92,5.37
2025-03-13,02:46:26,28.6139,77.209,515.1,26.8,34.2,29.2,968.56,66.39,3.86
2025-03-13,02:47:27,28.6139,77.209,515.6,13.1,23.8,20.61,991.4,38.71,4.68
2025-03-13,02:48:27,28.6139,77.209,505.6,24.7,32.2,24.23,1012.03,62.16,14.83
2025-03-13,02:49:28,28.6139,77.209,529.4,5.1,14.7,28.73,963.46,35.25,6.2
2025-03-13,02:50:29,28.6139,77.209,531.6,45.9,54,36.78,975.1,89.05,8.39
2025-03-13,02:51:29,28.6139,77.209,521,29.2,48.5,29.26,952.01,75.34,12.48
2025-03-13,02:52:30,28.6139,77.209,542,49.8,56.7,24.03,964.82,73.69,12.53
2025-03-13,02:53:30,28.6139,77.209,525.3,47.3,50.3,33.9,986.19,78.08,6.87
2025-03-13,02:54:31,28.6139,77.209,521.4,20,37,31.02,959.36,30.2,11.47
2025-03-13,02:55:31,28.6139,77.209,529.7,26.3,36.5,30.8,985.67,51.7,3.36
2025-03-13,02:56:32,28.6139,77.209,527.5,42.7,55.8,29.89,989.6,33.12,8.52
2025-03-13,02:57:33,28.6139,77.209,537,37.9,50.9,32.09,1019.67,31.57,13.17
2025-03-13,02:58:33,28.6139,77.209,539,28.9,39.3,28.34,969.22,61.41,8.61
2025-03-13,02:59:34,28.6139,77.209,514.9,21.8,26.8,35.95,957.41,55.54,4.3
2025-03-13,03:00:34,28.6139,77.209,502.2,16.2,19.8,20.67,972.36,79.56,8.59
2025-03-13,03:01:35,28.6139,77.209,539.9,31.8,46,25.56,993.32,36.44,6.61
2025-03-13,03:02:36,28.6139,77.209,502.1,12.1,19.8,36.46,1000.35,31.15,13.86
2025-03-13,03:03:36,28.6139,77.209,531.5,38.6,55,26.92,1000.94,69.54,3.42
2025-03-13,03:04:37,28.6139,77.209,523.1,30.3,38.6,38.7,1003.27,71.96,10.33
2025-03-13,03:05:37,28.6139,77.209,547.7,16.2,33.4,37.36,984.01,60.8,12.8
2025-03-13,03:06:38,28.6139,77.209,512.7,20.7,39.2,30.05,961.39,40.85,4.37
2025-03-13,03:07:39,28.6139,77.209,542.4,9.4,20.1,23.12,1003.82,86.09,0.35
2025-03-13,03:08:39,28.6139,77.209,525.4,9.4,27.8,20.36,995.29,84.72,7.69
2025-03-13,03:09:40,28.6139,77.209,520.2,7.9,16.8,31.34,1010.04,85.15,0.23
2025-03-13,03:10:41,28.6139,77.209,524.7,11.4,22.7,39.43,956.29,80.43,8.48
2025-03-13,03:11:41,28.6139,77.209,548.5,29.2,38.9,32.18,956.94,72.97,8.6
2025-03-13,03:12:42,28.6139,77.209,527.5,27.3,30.1,35.96,974.08,62.86,8.28
2025-03-13,03:13:42,28.6139,77.209,544,23.7,34.2,25.32,961.25,32.35,5.16
2025-03-13,03:14:43,28.6139,77.209,546.3,39.4,52.8,22.63,997.38,63.67,11.95
2025-03-13,03:15:44,28.6139,77.209,545.2,47.4,67,20.11,956.49,79.96,8.42
2025-03-13,03:16:44,28.6139,77.209,541.8,45.1,60,23.08,976.73,68.85,11.31
2025-03-13,03:17:45,28.6139,77.209,540.8,26.4,41.8,35.15,952.36,67.91,14.23
2025-03-13,03:18:45,28.6139,77.209,504.4,28.6,37.8,33.84,979.31,30.21,3.32
2025-03-13,03:19:46,28.6139,77.209,500.3,24.4,40.1,37.61,1002.58,76.11,4.16
2025-03-13,03:20:47,28.6139,77.209,535.6,19,27.1,24.1,1011.84,51.94,5.14
2025-03-13,03:21:47,28.6139,77.209,522.6,49.8,62.2,33.13,1015.98,77.99,13.15
2025-03-13,03:22:48,28.6139,77.209,518.9,12,25.3,20.9,975.19,75.43,3.74
2025-03-13,03:23:48,28.6139,77.209,542.6,27.9,32.5,34.67,1014.25,85.9,8.2
2025-03-13,03:24:49,28.6139,77.209,534,36.1,38.6,38.79,975.05,32.18,13.5
2025-03-13,03:25:50,28.6139,77.209,547.3,42.5,54.4,39,1000.62,74.24,6.94
2025-03-13,03:26:51,28.6139,77.209,517.5,45.1,57.2,34.8,979.12,69.94,10.58
2025-03-13,03:27:51,28.6139,77.209,527.2,12.6,32.2,30.65,974.72,65.77,11.75
2025-03-13,03:28:52,28.6139,77.209,520.3,46.8,65.3,31.84,968.45,69.03,14.34
2025-03-13,03:29:52,28.6139,77.209,519.1,30.6,37,27.64,959.28,34.01,1.45
2025-03-13,03:30:53,28.6139,77.209,536.3,28.3,36,25.05,984.39,86.92,2.67
2025-03-13,03:31:54,28.6139,77.209,514.9,10,27.7,39.11,951.47,78.47,14.2
2025-03-13,03:32:54,28.6139,77.209,541.4,12.1,22.4,25.8,1009.25,53.93,13.91
2025-03-13,03:33:55,28.6139,77.209,548.3,9.4,18.3,29.41,978.23,82.63,7.8
2025-03-13,03:34:56,28.6139,77.209,535.8,42.7,52.5,25.81,1008.21,43.18,13.86
2025-03-13,03:35:57,28.6139,77.209,525.1,40.6,56.5,27.54,987.57,73.75,11.73
2025-03-13,03:36:57,28.6139,77.209,537.8,22,33.3,34.26,967.62,32.24,4.51
2025-03-13,03:37:58,28.6139,77.209,545.7,28.2,46.9,36.34,958.08,89.06,8.06
2025-03-13,03:38:59,28.6139,77.209,509.8,13,29.4,22.46,1008.96,71.48,0.68
2025-03-13,03:39:59,28.6139,77.209,512,38.6,58.2,35.64,1012.44,33.49,2.51
2025-03-13,03:41:00,28.6139,77.209,549.8,20.8,24.4,22.55,1016.99,40.05,10.26
2025-03-13,03:42:00,28.6139,77.209,504.1,50,64.7,25.91,995.05,69.21,9.2
2025-03-13,03:43:01,28.6139,77.209,526.5,48.4,67.2,27.07,992.57,47.01,7.01
2025-03-13,03:44:02,28.6139,77.209,520,21,38.8,30.7,998.96,66.42,4.41
2025-03-13,03:45:02,28.6139,77.209,532.3,5.4,9.6,24.28,962.98,89.68,9.92
2025-03-13,03:46:03,28.6139,77.209,506.2,6.9,13.5,36.56,961.67,77.75,9.05
2025-03-13,03:47:04,28.6139,77.209,538,34.4,39.4,32.66,1012.6,49.3,12.34
2025-03-13,03:48:04,28.6139,77.209,500.1,39,48.4,37.12,957.32,60.4,12.8
2025-03-13,03:49:05,28.6139,77.209,530.4,28.4,43.8,30.69,998.49,83.68,1.36
2025-03-13,03:50:06,28.6139,77.209,507.5,21.7,38.8,24.28,1005.92,53.86,12.88
2025-03-13,03:51:06,28.6139,77.209,503.7,46.3,64.8,34.67,975.58,74.08,4.04
2025-03-13,03:52:07,28.6139,77.209,521.3,33.6,48.5,33.15,983.97,80.34,9.82
2025-03-13,03:53:07,28.6139,77.209,546,46.6,53.5,31.18,984.09,79.03,3.5
2025-03-13,03:54:08,28.6139,77.209,544.7,11.8,17.8,23.46,981.34,52.17,6.33
2025-03-13,03:55:09,28.6139,77.209,533.7,15,24.9,30.79,972.21,34.88,13.01
2025-03-13,03:56:09,28.6139,77.209,507.4,35.4,45.7,26.92,967.61,60.92,4.22
2025-03-13,03:57:10,28.6139,77.209,529.7,44.1,59.6,25.73,980.51,63.6,11.25
2025-03-13,03:58:11,28.6139,77.209,544.8,30.4,35.7,29.35,982.79,76.65,4.31
2025-03-13,03:59:11,28.6139,77.209,540.5,17.1,32,21.85,980.1,87,6.84
2025-03-13,04:00:12,28.6139,77.209,509.4,42.9,60.5,26.07,1000.06,50.43,4.1
2025-03-13,04:01:13,28.6139,77.209,521.4,25,43.5,21,990.07,40.29,7.68
2025-03-13,04:02:13,28.6139,77.209,531.5,25.1,29.5,23.42,995.71,35.71,12.78
2025-03-13,04:03:14,28.6139,77.209,504.2,20.6,25.9,24.01,1007.75,44.03,12.7
2025-03-13,04:04:15,28.6139,77.209,541.6,12.6,21.5,28.88,986.92,31.71,3.54
2025-03-13,04:05:16,28.6139,77.209,511.5,49.4,68.2,36.91,973.75,49.89,14.86
2025-03-13,04:06:16,28.6139,77.209,539.2,44.1,62,31.99,985.27,66.5,7.92
2025-03-13,04:07:17,28.6139,77.209,531.6,34.7,42,27.85,963.21,46.46,6.94
2025-03-13,04:08:17,28.6139,77.209,517.6,49.5,59.4,31.86,976.9,62.73,12.84
2025-03-13,04:09:18,28.6139,77.209,530.1,49,65.1,24.89,979.32,86.08,10.04
2025-03-13,04:10:19,28.6139,77.209,505,35.9,43.4,27.72,1000.74,69.56,12.12
2025-03-13,04:11:19,28.6139,77.209,538.9,47.1,58.2,25.04,956.47,64.34,7.93
2025-03-13,04:12:20,28.6139,77.209,542.4,28.5,35.8,28.51,963.71,59.45,14.16
2025-03-13,04:13:20,28.6139,77.209,529.8,26.9,33.4,32.51,990.1,46.34,11.8
2025-03-13,04:14:21,28.6139,77.209,529.9,46.2,57.9,37.74,982.72,72.29,7.23
2025-03-13,04:15:22,28.6139,77.209,511.2,21.2,25.8,31.08,994.61,71.98,0.08
2025-03-13,04:16:22,28.6139,77.209,506.3,41.4,55,39.91,980.14,38.27,7.34
2025-03-13,04:17:23,28.6139,77.209,525,40.5,58.9,29.87,988.45,54.1,6.14
2025-03-13,04:18:23,28.6139,77.209,516,28.3,45.7,20.64,961.41,77.08,8.29
2025-03-13,04:19:24,28.6139,77.209,536.9,7.1,14.9,38.64,976.11,51.36,2.76
2025-03-13,04:20:25,28.6139,77.209,544.2,40.3,56.1,35.12,1006.68,72.23,3.66
2025-03-13,04:21:25,28.6139,77.209,550,24.8,27,32.45,997.49,64.14,13.99
2025-03-13,04:22:26,28.6139,77.209,514,40.6,43.2,28.9,997.32,35.97,14.25
2025-03-13,04:23:26,28.6139,77.209,503.4,33.8,44.2,23.66,950.63,41.48,9.52
2025-03-13,04:24:27,28.6139,77.209,527.5,16.1,19.9,32.8,960.71,70.88,12.95
2025-03-13,04:25:28,28.6139,77.209,506.3,35.9,38.8,31.36,987.91,51.95,13.19
2025-03-13,04:26:28,28.6139,77.209,535.1,20.4,28.2,34.26,991.19,50.07,11.5
2025-03-13,04:27:29,28.6139,77.209,516.9,31.8,38.1,33.46,967.13,68.72,0.49
2025-03-13,04:28:29,28.6139,77.209,540.5,29,36.5,20.76,988.02,75.03,9.82
2025-03-13,04:29:30,28.6139,77.209,526.4,9.2,19.2,23.16,954.85,46.67,14.15
2025-03-13,04:30:31,28.6139,77.209,524.7,30.6,45.5,25.83,979.33,43.14,8.2
2025-03-13,04:31:31,28.6139,77.209,504.3,28.1,38,23.94,953.97,75.96,13.04
2025-03-13,04:32:32,28.6139,77.209,540.8,31.1,40.7,31.41,954.13,44.72,7.83
2025-03-13,04:33:32,28.6139,77.209,535.9,23.5,35.1,24.22,967.79,71.55,9.47
2025-03-13,04:34:33,28.6139,77.209,510.9,14.6,17.6,22.17,960.16,86.83,5.08
2025-03-13,04:35:34,28.6139,77.209,540.5,23.4,30.5,27.52,1018.07,85.99,10.53
2025-03-13,04:36:34,28.6139,77.209,523.1,36.7,54.8,26.55,958.44,34.08,12.87
2025-03-13,04:37:35,28.6139,77.209,545.9,28.7,33.7,26.04,972.49,84,12.83
2025-03-13,04:38:37,28.6139,77.209,536,12.5,26.9,23.29,1003.5,66.88,0.43
2025-03-13,04:39:38,28.6139,77.209,512.3,49.9,68,24.3,1006.21,47.78,7.48
2025-03-13,04:40:38,28.6139,77.209,503.1,48,65.4,21.7,996.59,33.53,6.59
2025-03-13,04:41:39,28.6139,77.209,537.6,10.1,24.9,27.46,1009.78,52.4,5.98
2025-03-13,04:42:39,28.6139,77.209,505.6,38.2,51,27.54,1004.14,77.5,14.07
2025-03-13,04:43:40,28.6139,77.209,535.5,29.5,40.5,21.03,962.7,56.41,6.93
2025-03-13,04:44:40,28.6139,77.209,509.4,34.3,47.5,30.71,959.71,30.45,1.47
2025-03-13,04:45:41,28.6139,77.209,514.1,12.1,14.7,39.17,1014.33,46.28,11.02
2025-03-13,04:46:41,28.6139,77.209,517.3,8,12,30.26,988.03,49.9,5.12
2025-03-13,04:47:42,28.6139,77.209,517.5,8.1,21.4,35.85,979.42,77.61,7.04
2025-03-13,04:48:43,28.6139,77.209,546.3,10.2,16.5,39.81,990.04,49.18,2.62
2025-03-13,04:49:43,28.6139,77.209,530.7,28.9,35.6,26.17,1001.49,39.44,8.23
2025-03-13,04:50:44,28.6139,77.209,522.7,16.2,27.3,38.92,1002,58.35,6.47
2025-03-13,04:51:44,28.6139,77.209,522.1,38.5,40.6,32.23,990.64,37.86,4.12
2025-03-13,04:52:45,28.6139,77.209,517.6,6.7,16.8,25.88,959.65,69.89,1.17
2025-03-13,04:53:45,28.6139,77.209,531.6,40.2,51.1,20.99,950.6,82.64,11.8
2025-03-13,04:54:46,28.6139,77.209,541,28.4,33.3,29.74,1005.18,58.66,2.69
2025-03-13,04:55:47,28.6139,77.209,539,18.1,27.2,27.09,979.69,49.36,1.04
2025-03-13,04:56:47,28.6139,77.209,548.6,45.6,53.5,34.69,952.33,80.95,13.74
2025-03-13,04:57:48,28.6139,77.209,517,13.7,24.6,28.83,1008.27,88.07,10.98
2025-03-13,04:58:48,28.6139,77.209,508.5,6.9,13.3,30.53,993.1,38.5,10.99
2025-03-13,04:59:49,28.6139,77.209,545.2,37.7,51.2,37.61,970.77,54.56,6.74
2025-03-13,05:00:51,28.6139,77.209,528.7,31.6,37,24.76,1003.85,86.76,12.05
2025-03-13,05:01:51,28.6139,77.209,541.1,32,43.9,20.13,1009.29,61.35,3.18
2025-03-13,05:02:52,28.6139,77.209,535.6,11.9,18.5,35.82,972.11,68.46,14.8
2025-03-13,05:03:52,28.6139,77.209,533.7,26.2,35.1,21.72,970.72,61.58,14.52
2025-03-13,05:04:53,28.6139,77.209,546.2,14.6,34.1,38.55,1013.32,59.87,13.48
2025-03-13,05:05:54,28.6139,77.209,526.3,35.5,47.6,34.39,963.42,60.7,3.2
2025-03-13,05:06:54,28.6139,77.209,533.4,36.6,52,27.56,994.57,66.55,1.05
2025-03-13,05:07:55,28.6139,77.209,508.1,30.9,49.9,22.83,987.17,88.3,11.34
2025-03-13,05:08:55,28.6139,77.209,522.7,49.1,65.4,28.08,972.36,36.64,13.71
2025-03-13,05:09:56,28.6139,77.209,530.4,9.3,11.5,21.68,995.03,89.04,8.39
2025-03-13,05:10:56,28.6139,77.209,532.4,26.4,32.3,22.52,998.67,85.1,2.98
2025-03-13,05:11:57,28.6139,77.209,532.1,37.2,41.1,29.62,1017.56,75.8,7.55
2025-03-13,05:12:57,28.6139,77.209,524.7,44.1,63.5,37.48,1008,71.43,11.16
2025-03-13,05:13:58,28.6139,77.209,508.7,9.7,26.5,20.36,995.81,77.75,6.46
2025-03-13,05:14:59,28.6139,77.209,511.6,11.5,23.4,24.64,966,89.09,1.92
2025-03-13,05:15:59,28.6139,77.209,542.9,22.6,28.1,28.59,952.48,80.06,10.86
2025-03-13,05:17:00,28.6139,77.209,540,32.2,37.6,22.46,1010.03,44.23,11.76
2025-03-13,05:18:00,28.6139,77.209,529,46.5,57,31.06,978.6,39.73,3.73
2025-03-13,05:19:01,28.6139,77.209,533.1,43.8,47.1,37.99,985.06,60.19,1.82
2025-03-13,05:20:01,28.6139,77.209,522.2,26.8,34.3,23.67,960.49,60.08,13.66
2025-03-13,05:21:02,28.6139,77.209,547.4,44.1,49.3,24.32,1008.65,46.21,10.09
2025-03-13,05:22:02,28.6139,77.209,509.4,47.6,61.2,24.76,975.11,41.47,14.12
2025-03-13,05:23:03,28.6139,77.209,539.8,16.2,32,29.98,963.47,83.73,3.53
2025-03-13,05:24:03,28.6139,77.209,534.6,29.5,37.8,27.98,1003.93,71.45,6.79
2025-03-13,05:25:04,28.6139,77.209,539.9,22,36.4,29.76,963.58,71.19,1.76
2025-03-13,05:26:04,28.6139,77.209,541.2,43.6,52.2,20.41,1019.54,67.24,12.99
2025-03-13,05:27:05,28.6139,77.209,536.3,39.5,52.1,37.1,998.79,85.24,12.37
2025-03-13,05:28:05,28.6139,77.209,527.9,43,46.2,25.26,990.93,78.45,12.69
2025-03-13,05:29:06,28.6139,77.209,531,38.8,54.9,37.53,1008.85,37.86,8.47
2025-03-13,05:30:07,28.6139,77.209,504.3,39.9,49.6,27.97,1018.96,30.1,5.82
2025-03-13,05:31:07,28.6139,77.209,538.4,25.2,44.3,23.23,987.7,52.64,14.26
2025-03-13,05:32:08,28.6139,77.209,527.3,38.1,45.3,36.84,991.91,44.94,11.66
2025-03-13,05:33:08,28.6139,77.209,500.6,44.6,48.9,32.18,991.07,75.93,0.27
2025-03-13,05:34:09,28.6139,77.209,508.8,43.4,45.4,34.22,988.18,40.24,12.69
2025-03-13,05:35:09,28.6139,77.209,540.1,33.5,40.3,29.57,1009.1,85.78,1.08
2025-03-13,05:36:10,28.6139,77.209,518.7,36.6,42.3,36.04,964.52,53.04,3.83
2025-03-13,05:37:11,28.6139,77.209,511.5,14.2,22.5,27.77,1005.58,31.96,14.34
2025-03-13,05:38:11,28.6139,77.209,525.3,7.6,21.7,22.41,1000.52,49.01,5.24
2025-03-13,05:39:12,28.6139,77.209,534.9,39.5,47.6,28.1,996.88,61.22,3.05
2025-03-13,05:40:12,28.6139,77.209,525.5,47,62.9,31.6,998.55,60.97,13.22
2025-03-13,05:41:13,28.6139,77.209,518.1,46.3,49.1,25.45,978.67,81,9.73
2025-03-13,05:42:14,28.6139,77.209,529.5,22.3,26.9,31.13,1007.68,82.56,8.04
2025-03-13,05:43:14,28.6139,77.209,501.7,32.6,46.7,39.81,966.88,64.67,8.46
2025-03-13,05:44:15,28.6139,77.209,522.3,29.6,45.8,25.03,1003.6,40.01,0.83
2025-03-13,05:45:15,28.6139,77.209,501.8,36.2,40.9,32.41,955.41,45.01,5.72
2025-03-13,05:46:16,28.6139,77.209,531.6,35.4,49.4,34.87,989.3,74.56,11.96
2025-03-13,05:47:18,28.6139,77.209,512.1,22,39.3,20.5,1018.03,81.04,10.95
2025-03-13,05:48:18,28.6139,77.209,502.8,18.1,38.1,32.5,997.08,74.13,2.85
2025-03-13,05:49:19,28.6139,77.209,530.2,35.5,46.2,35.3,993.19,35.28,10.27
2025-03-13,05:50:19,28.6139,77.209,506,14.3,24.7,22.33,992.82,64.42,13.96
2025-03-13,05:51:20,28.6139,77.209,509.5,47.2,55.3,24.36,959.11,33.66,13.71
2025-03-13,05:52:20,28.6139,77.209,530.3,47.9,64.5,26.8,957.12,45.72,9.77
2025-03-13,05:53:21,28.6139,77.209,534.6,21.4,38.5,26.38,989.89,35.31,4.19
2025-03-13,05:54:22,28.6139,77.209,514,32.5,38.8,23.15,984.6,66.24,9
2025-03-13,05:55:22,28.6139,77.209,520.8,16.4,23.5,36.49,978.81,80.48,10.2
2025-03-13,05:56:23,28.6139,77.209,539.1,29.7,41.5,27.4,1000.11,85.14,12.92
2025-03-13,05:57:23,28.6139,77.209,519.8,18.9,24.9,31.18,958.03,56.67,8.55
2025-03-13,05:58:24,28.6139,77.209,524.5,20.6,27.7,36.95,1002.3,45.87,6.89
2025-03-13,05:59:25,28.6139,77.209,506.8,21.5,25,26.64,1007.37,41.86,14.49
2025-03-13,06:00:25,28.6139,77.209,525.9,13.2,29.8,30.14,997.33,60.39,10.9
2025-03-13,06:01:26,28.6139,77.209,507.4,39.9,51.1,22.67,991.49,72.5,0.13
2025-03-13,06:02:26,28.6139,77.209,521,12.2,31.1,31.09,968.62,76.04,13.81
2025-03-13,06:03:27,28.6139,77.209,514.3,33.2,44.2,28.15,980.2,61.54,1.33
2025-03-13,06:04:27,28.6139,77.209,531.7,40.9,51.7,30.63,1008.12,34.39,14.91
2025-03-13,06:05:28,28.6139,77.209,533.1,23.9,42.1,33.9,995.84,83.4,14.82
2025-03-13,06:06:29,28.6139,77.209,505.1,31.2,39.4,27.06,960.17,50.94,11.75
2025-03-13,06:07:29,28.6139,77.209,509.4,33.8,52.4,28.62,996.66,71.67,13.79
2025-03-13,06:08:30,28.6139,77.209,500.4,37.6,47.9,21.48,965.59,34.67,11.88
2025-03-13,06:09:30,28.6139,77.209,535.2,35.7,44.1,23.42,992.68,32.2,14.57
2025-03-13,06:10:31,28.6139,77.209,528,49,62.3,35.15,985.67,41.54,8.92
2025-03-13,06:11:32,28.6139,77.209,540.3,31,45,38.83,950.75,80.82,0.28
2025-03-13,06:12:32,28.6139,77.209,500.2,41.9,46.9,39.21,962.38,68.09,11.28
2025-03-13,06:13:33,28.6139,77.209,522,16.6,20.7,29.48,950.24,32.01,5.48
2025-03-13,06:14:33,28.6139,77.209,505.8,30,37.6,34.46,961.49,69.75,6.49
2025-03-13,06:15:34,28.6139,77.209,513.6,20.3,29.3,38.42,1005.8,68.87,5.24
2025-03-13,06:16:35,28.6139,77.209,522.3,26.6,30.2,29.57,965.63,78.99,14.42
2025-03-13,06:17:35,28.6139,77.209,513.5,31.2,43.9,34.39,973.34,81.78,7.82
2025-03-13,06:18:36,28.6139,77.209,548.9,20.2,33.5,23.11,1012.65,54.99,0.81
2025-03-13,06:19:37,28.6139,77.209,546.6,7.6,25.7,29.44,1015.49,45.44,10.42
2025-03-13,06:20:37,28.6139,77.209,526.6,15.2,30.7,21.06,995.39,38,14.97
2025-03-13,06:21:38,28.6139,77.209,538.8,36.8,44.3,29.6,999.89,42.44,13.08
2025-03-13,06:22:38,28.6139,77.209,515.4,39.1,43.4,38.32,980.99,58.38,10.76
2025-03-13,06:23:39,28.6139,77.209,511.1,26.6,40.4,35.1,969.06,84.91,8.75
2025-03-13,06:24:40,28.6139,77.209,527.3,11.3,23.7,22.28,1008.64,36.98,2.5
2025-03-13,06:25:40,28.6139,77.209,523.6,16,18.3,34.03,1005.48,67.97,14.33
2025-03-13,06:26:41,28.6139,77.209,542.4,35.2,42.9,25.79,964.55,55.46,2.44
2025-03-13,06:27:41,28.6139,77.209,528.2,12.5,14.9,22.48,987.47,70.82,2.69
2025-03-13,06:28:42,28.6139,77.209,526.3,34.7,36.8,31.35,977.68,43.92,2.77
2025-03-13,06:29:43,28.6139,77.209,501.8,32,34.6,24.74,959.84,33.4,3.5
2025-03-13,06:30:43,28.6139,77.209,522.9,25.3,27.6,36.53,991.79,64.06,13.65
2025-03-13,06:31:44,28.6139,77.209,531.9,27.7,47.5,29.11,993.98,35.58,14.27
2025-03-13,06:32:44,28.6139,77.209,502.6,16,27.8,20.23,990.86,82.8,7.29
2025-03-13,06:33:45,28.6139,77.209,534.8,40.9,51.3,33.31,954.1,89.98,12.09
2025-03-13,06:34:46,28.6139,77.209,522.1,22.3,35.8,23.42,955.19,81.81,10.83
2025-03-13,06:35:46,28.6139,77.209,509.4,11.4,28.5,37.98,1007.7,33,9.47
2025-03-13,06:36:47,28.6139,77.209,547.4,19.5,35.3,36.12,986.05,71.95,13.11
2025-03-13,06:37:48,28.6139,77.209,547.5,42.3,56.8,21.23,950.38,80.15,5.19
2025-03-13,06:38:48,28.6139,77.209,510.3,12.8,24,38.45,986.61,59.56,3.85
2025-03-13,06:39:49,28.6139,77.209,539,38.2,46.4,23.38,955.6,53.59,2.51
2025-03-13,06:40:49,28.6139,77.209,510.2,8.8,18.6,32.37,973.63,63.2,10.16
2025-03-13,06:41:50,28.6139,77.209,510.4,6.2,24.7,23.2,993.57,77.37,5.48
2025-03-13,06:42:51,28.6139,77.209,539.1,28.5,47.8,34.15,1007.62,31.29,13.97
2025-03-13,06:43:51,28.6139,77.209,520.7,25.7,29.6,26.99,958.75,34.13,0.46
2025-03-13,06:44:52,28.6139,77.209,514.7,38.8,48.3,20.7,984.57,43.83,6.37
2025-03-13,06:45:53,28.6139,77.209,510.7,21,29.1,29.45,998.51,81.28,11.34
2025-03-13,06:46:53,28.6139,77.209,524,8.5,27.3,33.22,976.3,43.14,10.17
2025-03-13,06:47:54,28.6139,77.209,508.2,9.3,15.6,36.78,992.72,73.01,0.12
2025-03-13,06:48:54,28.6139,77.209,520.3,49.6,54.8,29.1,952.59,49.08,1.72
2025-03-13,06:49:55,28.6139,77.209,513.9,20.2,39.5,35.23,1002.59,36.08,3.9
2025-03-13,06:50:56,28.6139,77.209,504,12.4,25.1,23.11,955.68,66.34,6.56
2025-03-13,06:51:56,28.6139,77.209,530.2,34.3,45.2,34.35,1014.76,78.39,12.3
2025-03-13,06:52:57,28.6139,77.209,528.8,39.3,44.8,25.83,956.78,80.46,8.45
2025-03-13,06:53:58,28.6139,77.209,538.6,30.6,36,36.23,1018.11,36.89,7.71
2025-03-13,06:54:59,28.6139,77.209,522.5,22.5,28.7,38.95,1012.78,63.34,3.77
2025-03-13,06:55:59,28.6139,77.209,528.3,45,59.7,25.37,999.74,43.23,12.95
2025-03-13,06:57:00,28.6139,77.209,524.6,39.2,51.3,37.23,1004.84,86.93,4.38
2025-03-13,06:58:00,28.6139,77.209,542.3,35.7,38.7,39.93,988.73,86.17,4.83
2025-03-13,06:59:01,28.6139,77.209,512.4,29.8,38.7,32.18,994.05,49.16,14.78
2025-03-13,07:00:01,28.6139,77.209,513.5,23.6,34.8,25.49,972,73.7,7.1
